id,user_id,conversation_id,content,role,is_deleted,metadata,created_at,updated_at,channel_id,community_id,sender_id,receiver_id,status,type,retry_count,is_read,delivered_at,read_at
19061d75-0bf1-4d3a-9f0a-27ba0bcb68be,,,951,user,false,"{}","""2026-02-09T12:32:33.646Z""","""2026-02-09T12:32:33.646Z""",community:8532ee0b-69a5-44b1-a41f-622ea75cb525:chat,8532ee0b-69a5-44b1-a41f-622ea75cb525,a6f38aa1-7281-49f2-b565-2aa93ee89905,,sent,text,0,false,,
fbffdea4-95c4-4095-8186-7a58b3d0835a,a6f38aa1-7281-49f2-b565-2aa93ee89905,,1,user,false,"{}","""2026-02-09T12:38:23.490Z""","""2026-02-09T12:38:23.490Z""",community:8532ee0b-69a5-44b1-a41f-622ea75cb525:chat,8532ee0b-69a5-44b1-a41f-622ea75cb525,,,sent,text,0,false,,
935d2880-0752-4ebe-afc1-950858666a43,a6f38aa1-7281-49f2-b565-2aa93ee89905,,1,user,false,"{}","""2026-02-09T12:43:23.571Z""","""2026-02-09T12:43:23.571Z""",community:8532ee0b-69a5-44b1-a41f-622ea75cb525:chat,8532ee0b-69a5-44b1-a41f-622ea75cb525,,,sent,text,0,false,,
e2308a97-6686-47a4-b39f-8e20694894c1,a6f38aa1-7281-49f2-b565-2aa93ee89905,,测试,user,false,"{}","""2026-02-09T12:44:07.540Z""","""2026-02-09T12:44:07.540Z""",community:8532ee0b-69a5-44b1-a41f-622ea75cb525:chat,8532ee0b-69a5-44b1-a41f-622ea75cb525,,,sent,text,0,false,,
80f6226c-15ec-4c43-a5ec-0cac3e94bf51,a6f38aa1-7281-49f2-b565-2aa93ee89905,,789,user,false,"{}","""2026-02-09T12:46:35.010Z""","""2026-02-09T12:46:35.010Z""",community:8532ee0b-69a5-44b1-a41f-622ea75cb525:chat,8532ee0b-69a5-44b1-a41f-622ea75cb525,,,sent,text,0,false,,
6749eb1e-5469-4fd3-b9da-04c7188c977e,a6f38aa1-7281-49f2-b565-2aa93ee89905,,1,user,false,"{}","""2026-02-09T12:50:53.474Z""","""2026-02-09T12:50:53.474Z""",community:8532ee0b-69a5-44b1-a41f-622ea75cb525:chat,8532ee0b-69a5-44b1-a41f-622ea75cb525,,,sent,text,0,false,,
c0e2e523-9c47-4adb-9e81-11749fa7d79d,a6f38aa1-7281-49f2-b565-2aa93ee89905,,1,user,false,"{}","""2026-02-09T12:53:45.599Z""","""2026-02-09T12:53:45.599Z""",community:8532ee0b-69a5-44b1-a41f-622ea75cb525:chat,8532ee0b-69a5-44b1-a41f-622ea75cb525,,,sent,text,0,false,,
447b3141-32de-4ba4-b5b6-e7c8ac5dbcca,a6f38aa1-7281-49f2-b565-2aa93ee89905,,2,user,false,"{}","""2026-02-09T12:56:03.940Z""","""2026-02-09T12:56:03.940Z""",community:8532ee0b-69a5-44b1-a41f-622ea75cb525:chat,8532ee0b-69a5-44b1-a41f-622ea75cb525,,,sent,text,0,false,,
6ef1f354-aadb-4684-9c38-23835578c83b,a6f38aa1-7281-49f2-b565-2aa93ee89905,,1,user,false,"{}","""2026-02-09T13:20:17.319Z""","""2026-02-09T13:20:17.319Z""",community:8532ee0b-69a5-44b1-a41f-622ea75cb525:chat,8532ee0b-69a5-44b1-a41f-622ea75cb525,,,sent,text,0,false,,
ddf46416-4b03-4efd-8703-13577d60befd,,,2,user,false,,"""2026-02-09T00:45:32.492Z""","""2026-02-09T13:40:53.549Z""",global,,088cd61c-b4c2-4603-8c2b-3411fa66edf2,a6f38aa1-7281-49f2-b565-2aa93ee89905,sent,text,0,true,,
85afd172-8f48-4ee1-891d-56f224a27eb3,,,1,user,false,,"""2026-02-09T00:59:42.265Z""","""2026-02-09T13:40:53.549Z""",global,,088cd61c-b4c2-4603-8c2b-3411fa66edf2,a6f38aa1-7281-49f2-b565-2aa93ee89905,sent,text,0,true,,
01eb001e-6290-4717-989f-250fa708c6ea,,,1,user,false,,"""2026-02-09T13:39:09.367Z""","""2026-02-09T13:41:00.898Z""",global,,a6f38aa1-7281-49f2-b565-2aa93ee89905,06dbee08-83b6-4d14-a5c1-d0794c8a168e,sent,text,0,true,,
7d9e1889-ec5e-4f0d-81c9-1ac61b2eb30c,,,。-  。,user,false,,"""2026-02-09T13:42:45.702Z""","""2026-02-09T13:42:47.495Z""",global,,06dbee08-83b6-4d14-a5c1-d0794c8a168e,a6f38aa1-7281-49f2-b565-2aa93ee89905,sent,text,0,false,,
c878d022-20a9-41b9-ba67-2b24fcf0849b,f3dedf79-5c5e-40fd-9513-d0fb0995d429,,kvo1 分享了一个作品,user,false,"{""shareCard"":{""id"":""4d025f42-dedc-4145-9299-7fdf9002b82b"",""url"":""http://localhost:3005/square/4d025f42-dedc-4145-9299-7fdf9002b82b"",""type"":""work"",""title"":""来尝尝天津伯伯亲手做的煎饼"",""author"":{""name"":""3114995730"",""avatar"":""""},""thumbnail"":""https://dashscope-result-wlcb-acdr-1.oss-cn-wulanchabu-acdr-1.aliyuncs.com/1d/ee/20260209/77c9ad12/777e3c82-f9e2-4d58-9a31-e82be9dadf661597158595.png?Expires=1770730360&OSSAccessKeyId=LTAI5tKPD3TMqf2Lna1fASuh&Signature=qM9N0PJDUi4LGvib74%2FCU3XS61E%3D"",""description"":""可爱的煎饼""}}","""2026-02-10T11:56:05.190Z""","""2026-02-10T11:56:05.190Z""",community:4000e812-564d-4e7e-8247-dab93b75fac4:chat,4000e812-564d-4e7e-8247-dab93b75fac4,,,sent,share_card,0,false,,
8c0dbcb8-bf8a-470f-ba1c-4ade843f8c12,f3dedf79-5c5e-40fd-9513-d0fb0995d429,,kvo1 分享了一个作品,user,false,"{""shareCard"":{""id"":""16efdbc8-1452-4c2b-9768-d3ff8a1ef04b"",""url"":""http://localhost:3005/square/16efdbc8-1452-4c2b-9768-d3ff8a1ef04b"",""type"":""work"",""title"":""果然这样天津就会变得很可爱"",""author"":{""name"":""3114995730"",""avatar"":""""},""thumbnail"":""https://picsum.photos/seed/video-1770644989341/800/600"",""description"":""""}}","""2026-02-10T12:05:18.910Z""","""2026-02-10T12:05:18.910Z""",community:4000e812-564d-4e7e-8247-dab93b75fac4:chat,4000e812-564d-4e7e-8247-dab93b75fac4,,,sent,share_card,0,false,,
dab0e8dc-1155-45c9-a4af-8e13c7ef4927,f3dedf79-5c5e-40fd-9513-d0fb0995d429,,kvo1 分享了一个作品,user,false,"{""shareCard"":{""id"":""16efdbc8-1452-4c2b-9768-d3ff8a1ef04b"",""url"":""http://localhost:3005/square/16efdbc8-1452-4c2b-9768-d3ff8a1ef04b"",""type"":""work"",""title"":""果然这样天津就会变得很可爱"",""author"":{""name"":""3114995730"",""avatar"":""""},""thumbnail"":""https://picsum.photos/seed/video-1770644989341/800/600"",""description"":""""}}","""2026-02-10T12:05:45.065Z""","""2026-02-10T12:05:45.065Z""",community:4000e812-564d-4e7e-8247-dab93b75fac4:feed,4000e812-564d-4e7e-8247-dab93b75fac4,,,sent,share_card,0,false,,
c4edae6c-6e7c-4eb4-8abb-8e76247ed9a9,f3dedf79-5c5e-40fd-9513-d0fb0995d429,,,user,false,"{""images"":[{""url"":""http://localhost:3005/uploads/1770725479810-63645770-681e-45f2-b28a-b4bee7880f79.png"",""name"":""555.png"",""size"":49029}]}","""2026-02-10T12:11:19.712Z""","""2026-02-10T12:11:19.712Z""",community:4000e812-564d-4e7e-8247-dab93b75fac4:chat,4000e812-564d-4e7e-8247-dab93b75fac4,,,sent,image,0,false,,
535ba9b3-f18b-4c50-9b47-ee49c467cfff,f3dedf79-5c5e-40fd-9513-d0fb0995d429,,kvo1 分享了一个作品,user,false,"{""shareCard"":{""id"":""16efdbc8-1452-4c2b-9768-d3ff8a1ef04b"",""url"":""http://localhost:3005/square/16efdbc8-1452-4c2b-9768-d3ff8a1ef04b"",""type"":""work"",""title"":""果然这样天津就会变得很可爱"",""author"":{""name"":""我是猫"",""avatar"":""https://api.dicebear.com/7.x/avataaars/svg?seed=我是猫""},""videoUrl"":""https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/community-images/videos/1770644988360-p7bfx2hnje.mp4"",""thumbnail"":""https://picsum.photos/seed/video-1770644989341/800/600"",""description"":""""}}","""2026-02-12T06:47:11.627Z""","""2026-02-12T06:47:11.627Z""",community:4000e812-564d-4e7e-8247-dab93b75fac4:chat,4000e812-564d-4e7e-8247-dab93b75fac4,,,sent,share_card,0,false,,
14e995ca-1cd9-4620-9446-6bde1b4a1dcb,f3dedf79-5c5e-40fd-9513-d0fb0995d429,,1,user,false,"{}","""2026-02-13T13:12:24.863Z""","""2026-02-13T13:12:24.863Z""",community:4000e812-564d-4e7e-8247-dab93b75fac4:chat,4000e812-564d-4e7e-8247-dab93b75fac4,,,sent,text,0,false,,
628485c4-907c-4d5c-9b75-80108d5dcea6,f3dedf79-5c5e-40fd-9513-d0fb0995d429,,,user,false,"{""images"":[{""url"":""https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/works/works/1770988357157-qewpn0zkjy.jpg"",""name"":""778.jpg"",""size"":90160}]}","""2026-02-13T13:12:37.823Z""","""2026-02-13T13:12:37.823Z""",community:4000e812-564d-4e7e-8247-dab93b75fac4:chat,4000e812-564d-4e7e-8247-dab93b75fac4,,,sent,image,0,false,,
548f5697-e58a-49ad-a338-2363187ded58,f3dedf79-5c5e-40fd-9513-d0fb0995d429,,1,user,false,"{}","""2026-02-13T13:13:01.766Z""","""2026-02-13T13:13:01.766Z""",community:042276db-d25a-4b95-b245-4d5e8a028889:chat,042276db-d25a-4b95-b245-4d5e8a028889,,,sent,text,0,false,,
eb99010a-da4b-4d0e-bb1d-a610bf8160c3,f3dedf79-5c5e-40fd-9513-d0fb0995d429,,,user,false,"{""images"":[{""url"":""https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/works/works/1770988394905-i8a1om6ipap.jpg"",""name"":""778.jpg"",""size"":90160}]}","""2026-02-13T13:13:15.702Z""","""2026-02-13T13:13:15.702Z""",community:042276db-d25a-4b95-b245-4d5e8a028889:chat,042276db-d25a-4b95-b245-4d5e8a028889,,,sent,image,0,false,,
ef881c27-0544-404f-a4dc-0311596e0d67,f3dedf79-5c5e-40fd-9513-d0fb0995d429,,1,user,false,"{""images"":[{""url"":""https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/works/works/1771574476807-lzu46j3y0f.jpg"",""name"":""22.jpg"",""size"":8036}]}","""2026-02-20T08:01:19.771Z""","""2026-02-20T08:01:19.771Z""",community:4000e812-564d-4e7e-8247-dab93b75fac4:chat,4000e812-564d-4e7e-8247-dab93b75fac4,,,sent,image,0,false,,
2a0d64b4-aef7-4775-9a81-1d45728cdc6b,f3dedf79-5c5e-40fd-9513-d0fb0995d429,,kvo1 分享了一个作品,user,false,"{""shareCard"":{""id"":""3eb5baba-2dcb-44e6-b342-6957dcb83c26"",""url"":""http://localhost:3005/square/3eb5baba-2dcb-44e6-b342-6957dcb83c26"",""type"":""work"",""title"":""赛博霓虹·智能交互视界"",""author"":{""name"":""kvo1"",""avatar"":""https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/avatars/1770989704242-ekg3fmbcy1c.jpg""},""thumbnail"":""https://pptqdicaaewtnaiflfcs.supabase.co/storage/v1/object/public/works/works/1771164886563-gbjeubdyksw.png"",""description"":""科技未来感设计，赛博朋克美学，霓虹光效，数字艺术，冷色调蓝紫渐变，智能交互视觉""}}","""2026-02-22T13:13:46.120Z""","""2026-02-22T13:13:46.120Z""",community:01108040-8d7a-4f1e-910a-40acc85fda0f:chat,01108040-8d7a-4f1e-910a-40acc85fda0f,,,sent,share_card,0,false,,
be5c356d-85d6-47fd-a9a1-a5be33b07d13,f3dedf79-5c5e-40fd-9513-d0fb0995d429,,创作者 分享了一个作品,user,false,"{""shareCard"":{""id"":""brand-check-1772161758937"",""url"":""http://localhost:3005/wizard"",""type"":""work"",""title"":""【品牌设计评估】我的设计获得了54分！"",""author"":{""name"":""创作者""},""thumbnail"":""https://dashscope-result-bj.oss-cn-beijing.aliyuncs.com/1d/f5/20260227/c70535fc/6a89a76f-1d03-4bc6-8def-7ce35cfd129d-1.png?Expires=1772240251&OSSAccessKeyId=LTAI5tQZd8AEcZX6KZV4G8qL&Signature=GHS%2BjneHQapMJDGBvvhqilbUiBY%3D"",""description"":""文化纯正度: 45分 · 品牌一致性: 63分""}}","""2026-02-27T03:09:27.116Z""","""2026-02-27T03:09:27.116Z""",community:1c8d3b4e-aff0-4fc1-8d11-1c1588d42505:chat,1c8d3b4e-aff0-4fc1-8d11-1c1588d42505,,,sent,share_card,0,false,,
8c9a5a07-6aa6-4d1b-b00f-b0d38e629111,00e1a36a-a77b-4bcc-b604-c5655a4ce802,,191469605 分享了一个作品,user,false,"{""shareCard"":{""id"":""brand-check-1772610096953"",""url"":""https://www.jinmai-lab.tech/wizard"",""type"":""work"",""title"":""【品牌设计评估】桂发祥十八街麻花获得了55分！"",""author"":{""name"":""191469605""},""thumbnail"":""https://dashscope-result-wlcb-acdr-1.oss-cn-wulanchabu-acdr-1.aliyuncs.com/7d/fc/20260304/a7d7dcad/865844cb-031a-452f-8d79-12ce05efc49c1393190417.png?Expires=1773215675&OSSAccessKeyId=LTAI5tPxpiCM2hjmWrFXrym1&Signature=IDrgGSBlH7KVDqBYOjDchidU%2FcU%3D"",""description"":""文化纯正度: 60分 · 品牌一致性: 49分""}}","""2026-03-04T07:41:52.814Z""","""2026-03-04T07:41:52.814Z""",community:1c8d3b4e-aff0-4fc1-8d11-1c1588d42505:chat,1c8d3b4e-aff0-4fc1-8d11-1c1588d42505,,,sent,share_card,0,false,,
